timestamp,model_type,epochs,best_epoch,train_mse,val_mse,test_mse,train_r2,val_r2,test_r2,accuracy,precision,recall,f1_score,training_time,notes
2025-03-09 19:33:11,ensemble,20,2,-1,0.0005568624032062,0.0011683646671159,-1,0.9564020578593618,0.9522781102999638,0.547683923705722,0.5424354243542435,0.7777777777777778,0.6391304347826087,2:53:54.847556,
2025-03-10 09:24:15,ensemble,50,2,-1,0.0005568624032062,0.00116836466711594,-1,0.9564020578593618,0.9522781102999638,0.547683923705722,0.5424354243542435,0.7777777777777778,0.6391304347826087,7:02:08.518445,
