Date,Close,High,Low,Open,Volume,MA5,MA10,MA20,RSI,MACD,MACD_signal,MACD_hist,BB_upper,BB_middle,BB_lower,Volatility,Return,Volume_1d_chg,Volume_MA5
2010-07-27,1.3700000047683716,1.4119999408721924,1.3506669998168943,1.3940000534057615,9295500,1.3868000030517578,1.3772667050361633,1.3247667014598847,46.66027061490914,-0.026652261562133628,-0.04900473219054867,0.02235247062841504,1.6309618786795175,1.3247667014598847,1.018571524240252,0.023864553765183927,-0.019093312001988383,-0.32801995228800696,13217400.0
2010-07-28,1.3813329935073853,1.3933329582214355,1.3673330545425415,1.3700000047683716,7008000,1.393466591835022,1.38313330411911,1.3142000019550324,47.72641699076323,-0.023373898158911777,-0.04387856538422129,0.02050466722530951,1.5950013524462479,1.3142000019550324,1.033398651463817,0.023641954767603196,0.008272254525232503,-0.24608681620138773,10861500.0
2010-07-29,1.3566670417785645,1.3919999599456787,1.3333330154418943,1.3846670389175415,9240000,1.3848000049591065,1.3862000107765198,1.3026000022888184,45.590527647296554,-0.022506664882232075,-0.039604185283823444,0.01709752040159137,1.5532054753757394,1.3026000022888184,1.0519945292018975,0.015869541305260804,-0.017856629679271374,0.31849315068493156,9836100.0
2010-07-30,1.329332947731018,1.3626669645309448,1.303333044052124,1.3466670513153076,6403500,1.3667999982833863,1.3815333008766175,1.2958666503429412,43.279052884187,-0.02375121993270346,-0.036433592213599444,0.012682372280895984,1.5351958333667324,1.2958666503429412,1.05653746731915,0.011970034963564252,-0.020147975299607768,-0.3069805194805195,9156000.0
2010-08-02,1.3946670293807983,1.3980000019073486,1.3553329706192017,1.3666670322418213,10771500,1.3664000034332275,1.3749333024024963,1.3016000032424926,49.82698978327436,-0.01924379392972586,-0.03299563255682473,0.013751838627098868,1.544791507361787,1.3016000032424926,1.0584084991231981,0.02988850920173767,0.049148019509556384,0.6821269618177559,8543700.0
2010-08-03,1.463333010673523,1.463333010673523,1.3880000114440918,1.399999976158142,18457500,1.385066604614258,1.3859333038330077,1.3210666537284852,55.625081763909094,-0.010015404178346898,-0.028399586881129164,0.018384182702782265,1.5494254694863152,1.3210666537284852,1.0927078379706552,0.03424265466802036,0.049234677414874195,0.7135496448962539,10376100.0
2010-08-04,1.4173330068588257,1.4786670207977295,1.3899999856948853,1.463333010673523,13695000,1.392266607284546,1.392866599559784,1.33926665186882,51.34443636090231,-0.006340564601335252,-0.023987782425170384,0.017647217823835132,1.533208006453697,1.33926665186882,1.1453252972839432,0.0399531186839257,-0.03143508926483185,-0.25802519301097115,11713500.0
2010-08-05,1.363332986831665,1.4366669654846191,1.3366669416427612,1.4359999895095823,11943000,1.393599796295166,1.3891999006271363,1.3492332994937897,46.79212368385189,-0.007696853543434745,-0.020729596648823255,0.01303274310538851,1.5248747121831947,1.3492332994937897,1.1735918868043846,0.04378966671756009,-0.03809974068609223,-0.12792990142387728,12254100.0
2010-08-06,1.305999994277954,1.343999981880188,1.301332950592041,1.340000033378601,11128500,1.3889332056045531,1.3778666019439698,1.3565333008766174,42.48515896468786,-0.013245331709837771,-0.019232743661026157,0.0059874119511883865,1.5097659185400036,1.3565333008766174,1.2033006832132311,0.04746830376738947,-0.042053550458681865,-0.06819894498869628,13199100.0
2010-08-09,1.3066669702529907,1.3320000171661377,1.296666979789734,1.3266669511795044,12190500,1.3713331937789917,1.3688665986061097,1.3650332987308502,42.55140627086979,-0.017388279976563226,-0.018863850924133573,0.0014755709475703475,1.48131931996586,1.3650332987308502,1.2487472774958404,0.038300323397586794,0.0005107013613774303,0.09543065103113624,13482900.0
2010-08-10,1.2686669826507568,1.309999942779541,1.254667043685913,1.309999942779541,19219500,1.3323999881744384,1.3587332963943481,1.3680000007152557,39.742716359190084,-0.02346736062130894,-0.019784552863568648,-0.003682807757740294,1.469669665667773,1.3680000007152557,1.2663303357627385,0.016772982679313066,-0.029081616408254796,0.5765965300849021,13635300.0
2010-08-11,1.1933330297470093,1.2586669921875,1.190000057220459,1.246000051498413,11964000,1.2875999927520752,1.3399333000183105,1.3615333020687104,34.833828898397314,-0.033972284883772685,-0.022622099267609455,-0.01135018561616323,1.4886192902593511,1.3615333020687104,1.2344473138780696,0.02202437714900336,-0.05938040000563782,-0.37750721923046904,13289100.0
2010-08-12,1.1733330488204956,1.1933330297470093,1.1593329906463623,1.1866669654846191,10365000,1.2496000051498413,1.3215999007225037,1.3538999557495117,33.64566024034171,-0.04341093017888609,-0.026779865449864784,-0.016631064729021303,1.5058749456292078,1.3538999557495117,1.2019249658698157,0.022986151338703114,-0.016759764816661193,-0.13365095285857576,12973500.0
2010-08-13,1.2213330268859863,1.2300000190734863,1.1773329973220823,1.212000012397766,9510000,1.2326666116714478,1.3107999086380004,1.3461666047573089,39.02153914027029,-0.04648211066209673,-0.030720314492311177,-0.015761796169785555,1.508775189118666,1.3461666047573089,1.1835580203959517,0.03712255671573686,0.040909082134644725,-0.08248914616497827,12649800.0
2010-08-16,1.2519999742507937,1.2533329725265503,1.21733295917511,1.2300000190734863,7287000,1.2217332124710083,1.296533203125,1.3357332527637482,42.241216647387546,-0.04591222936300787,-0.03375869746645052,-0.012153531896557351,1.4941313418623081,1.3357332527637482,1.1773351636651883,0.040771674284958,0.025109406435195103,-0.23375394321766563,11669100.0
2010-08-17,1.2766669988632202,1.2933330535888672,1.2519999742507937,1.2640000581741333,6718500,1.223333215713501,1.2778666019439697,1.3318999528884887,44.76738574235631,-0.04297478502155694,-0.03560191497747181,-0.007372870044085128,1.4922039221134558,1.3318999528884887,1.1715959836635217,0.04025162306917188,0.019702096741006203,-0.07801564429806507,9168900.0
2010-08-18,1.2513329982757568,1.305999994277954,1.2400000095367432,1.305999994277954,9019500,1.2349332094192504,1.2612666010856628,1.3270666003227234,42.70171367078524,-0.042204573290684166,-0.03692244664011428,-0.005282126650569888,1.4911122083778352,1.3270666003227234,1.1630209922676116,0.02685321775547318,-0.019843859526424312,0.34248716231301635,8580000.0
2010-08-19,1.25266695022583,1.2833329439163208,1.222000002861023,1.2359999418258667,8686500,1.2507999897003175,1.2501999974250793,1.3196999490261079,42.851243391827815,-0.04101375513183858,-0.03774070833845914,-0.00327304679337944,1.4831867885592769,1.3196999490261079,1.1562131094929389,0.023403294150615032,0.0010660247527327638,-0.03692000665225348,8244300.0
